dir,date,result,note
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co0.5-phase140,2023-6-29-4:21:6,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co1.5-phase0,2023-6-29-4:13:53,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co1.5-phase45,2023-6-29-4:16:37,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co1.5-phase90,2023-6-29-4:17:58,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co1.5-phase140,2023-6-29-4:21:7,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co1.5-phase120,2023-6-29-4:20:44,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Neptune-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.35-mass0.05-mh100-co1.5-phase0,2023-6-29-6:50:17,FAILED,"Array is singular, cannot be decomposed "
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperNep-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.54-mass0.09-mh50-co1.5-phase120,2023-6-29-11:16:53,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co1.5-phase0,2023-6-29-13:23:50,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co0.5-phase0,2023-6-29-13:23:27,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
